year,country,broadcaster,artist,song,language,songwriter_s,conductor
2001,Estonia,ETV,"Tanel Padar, Dave Benton and 2XL",Everybody,English,Maian-Anna KärmasIvar Must,NA
2001,France,France Télévisions,Natasha St-Pier,Je n'ai que mon âme,"French, English",Jill Kapler,NA
2001,Germany,NDR,Michelle,Wer Liebe lebt,"German, English",Eva RichterMatthias StinglGino Trovatello,NA
2001,Greece,ERT,Antique,Die for You,"Greek, English",Antonis PappasNikos Terzis,NA
2001,Iceland,RÚV,Two Tricky,Angel,English,Einar BárðarsonMagnús Þór Sigmundsson,NA
2001,Ireland,RTÉ,Gary O'Shaughnessy,Without Your Love,English,Pat Sheridan,NA
2001,Israel,IBA,Tal Sondak,"Ein Davar"" (אין דבר)",Hebrew,Yair Klinger Shimrit Orr,NA
2001,Latvia,LTV,Arnis Mednis,Too Much,English,Arnis MednisGustavs Terzens,NA
2001,Lithuania,LRT,Skamp,You Got Style,"English, Lithuanian",Vilius Alesius Viktoras DiawaraErica Jennings,NA
2001,Malta,PBS,Fabrizio Faniello,Another Summer Night,English,Georgina AbelaPaul Abela,NA
2001,Netherlands,NOS,Michelle,Out on My Own,English,André RemkesDirk Jan Vermeij,NA
2001,Norway,NRK,Haldor Lægreid,On My Own,English,Ole Henrik Antonsen Tom-Steinar Hanssen Ole Jørgen Olsen,NA
2001,Poland,TVP,Piasek,2 Long,English,Robert Chojnacki Andrzej Piaseczny,NA
2001,Portugal,RTP,MTM,Só sei ser feliz assim,Portuguese,Marco Quelhas,NA
2001,Russia,ORT,Mumiy Troll,Lady Alpine Blue,English,Ilya Lagutenko,NA
2001,Slovenia,RTVSLO,Nuša Derenda,Energy,English,Lucienne LončinaMatjaž Vlašič,NA
2001,Spain,TVE,David Civera,Dile que la quiero,Spanish,Alejandro Abad,NA
2001,Sweden,SVT,Friends,Listen to Your Heartbeat,English,Thomas G:sonHenrik Sethsson,NA
2001,Turkey,TRT,Sedat Yüce,Sevgiliye Son,"Turkish, English",Figen ÇakmakNurdan GüneriSemih Güneri,NA
2001,United Kingdom,BBC,Lindsay Dracass,No Dream Impossible,English,Russ BallardChris Winter,NA
2002,Austria,ORF,Manuel Ortega,Say a Word,English,Alexander Kahr Robert Pflugler,NA
2002,Belgium,VRT,Sergio & the Ladies,Sister,English,Dirk PaelinckMarc Paelinck,NA
2002,Bosnia and Herzegovina,PBSBiH,Maja,"Na jastuku za dvoje"" (На јастуку за двоје)","Serbian, English",Ružica ČavićStevo CvikićDragan Mijatović,NA
2002,Croatia,HRT,Vesna Pisarović,Everything I Want,English,Milana Vlaović,NA
2002,Cyprus,CyBC,One,Gimme,English,George Theofanous,NA
2002,Denmark,DR,Malene,Tell Me Who You Are,English,Michael Ronson,NA
2002,Estonia,ETV,Sahlene,Runaway,English,Jana Hallas Alar Kotkas Ilmar Laisaar Pearu Paulus,NA
2002,Finland,YLE,Laura,Addicted to You,English,Janina FrostellMaki Kolehmainen Tracy Lipp,NA
2002,France,France Télévisions,Sandrine François,Il faut du temps,French,Rick AllisonPatrick BruelMarie-Florence Gros,NA
2002,Germany,NDR,Corinna May,I Can't Live Without Music,English,Bernd MeinungerRalph Siegel,NA
2002,Greece,ERT,Michalis Rakintzis,S.A.G.A.P.O.,English,Michalis Rakintzis,NA
2002,Israel,IBA,Sarit Hadad,Light a Candle,"Hebrew, English",Yoav Ginai Svika Pick,NA
2002,Latvia,LTV,Marie N,I Wanna,English,Marija NaumovaMarats Samauskis,NA
2002,Lithuania,LRT,Aivaras,Happy You,English,Aivaras Stepukonis,NA
2002,Macedonia,MRT,Karolina,"Od nas zavisi"" (Од нас зависи)",Macedonian,Vladimir KrstevskiNikola Perevski,NA
2002,Malta,PBS,Ira Losco,7th Wonder,English,Gerard James BorgPhilip Vella,NA
2002,Romania,TVR,Monica Anghel and Marcel Pavel,Tell Me Why,English,Mirela FugaruIonel Tudor,NA
2002,Russia,ORT,Prime Minister,Northern Girl,English,Irina AntonyanKim BreitburgEvgeniy FridlyandKaren Kavaleryan,NA
2002,Slovenia,RTVSLO,Sestre,Samo ljubezen,Slovene,Barbara PešutRobert Pešut,NA
2002,Spain,TVE,Rosa,Europe's Living a Celebration,Spanish,Toni TenXasqui Ten,NA
2002,Sweden,SVT,Afro-dite,Never Let It Go,English,Marcos Ubeda,NA
2002,Switzerland,SRG SSR,Francine Jordi,Dans le jardin de mon âme,French,Francine Lehmann,NA
2002,Turkey,TRT,Buket Bengisu and Group Safir,Leylaklar Soldu Kalbinde,"Turkish, English",Figen ÇakmakFani Hodara Sami Hodara,NA
2002,United Kingdom,BBC,Jessica Garlick,Come Back,English,Martyn Baylay,NA
2003,Austria,ORF,Alf Poier,Weil der Mensch zählt,German,Alf Poier,NA
2003,Belgium,RTBF,Urban Trad,Sanomi,Imaginary,Yves Barbieux,NA
2003,Bosnia and Herzegovina,PBSBiH,Mija Martina,Ne brini,"Croatian, English",Arjana KunštekInes Prajo,NA
2003,Croatia,HRT,Claudia Beni,Više nisam tvoja,"Croatian, English",Andrej Babić,NA
2003,Cyprus,CyBC,Stelios Constantas [de; es],Feeling Alive,English,Stelios Constantas,NA
2003,Estonia,ETV,Ruffus,Eighties Coming Back,English,Vaiko Eplik,NA
2003,France,France Télévisions,Louisa Baïleche,Monts et merveilles,French,Hocine Hallaf,NA
2003,Germany,NDR,Lou,Let's Get Happy,English,Bernd MeinungerRalph Siegel,NA
2003,Greece,ERT,Mando,Never Let You Go,English,Teri SiganosAdamantia Stamatopoulou,NA
2003,Iceland,RÚV,Birgitta,Open Your Heart,English,Birgitta HaukdalHallgrímur ÓskarssonSveinbjörn I. Baldvinsson,NA
2003,Ireland,RTÉ,Mickey Harte,We've Got the World,English,Martin BranniganKeith Molloy,NA
2003,Israel,IBA,Lior Narkis,Words for Love,Hebrew,Yossi Gispan Yoni Ro'eh,NA
2003,Latvia,LTV,F.L.Y.,Hello from Mars,English,Mārtiņš FreimanisLauris Reiniks,NA
2003,Malta,PBS,Lynn Chircop [de; it],To Dream Again,English,Cynthia SammutAlfred Zammit,NA
2003,Netherlands,NOS,Esther Hart,One More Night,English,Alan MichaelTjeerd van Zanen,NA
2003,Norway,NRK,Jostein Hasselgård,I'm Not Afraid to Move On,English,Arve FursetVJ Strøm,NA
2003,Poland,TVP,Ich Troje,Keine Grenzen – Żadnych granic,"German, Polish, Russian",André Franke Joachim Horn-BerngesJacek ŁągwaMichał Wiśniewski,NA
2003,Portugal,RTP,Rita Guerra,Deixa-me sonhar,"Portuguese, English",Paulo Martins,NA
2003,Romania,TVR,Nicola,Don't Break My Heart,English,Mihai Alexandru Nicoleta Alexandru,NA
2003,Russia,C1R,t.A.T.u.,"Ne ver', ne boisia"" (Не верь, не бойся)",Russian,Mars LasarValery Polienko,NA
2003,Slovenia,RTVSLO,Karmen,Nanana,English,Karmen StavecMartin Štibernik,NA
2003,Spain,TVE,Beth,Dime,Spanish,Amaya MartínezJesús María Pérez,NA
2003,Sweden,SVT,Fame,Give Me Your Love,English,Calle Kindbom Carl Lösnitz,NA
2003,Turkey,TRT,Sertab Erener,Everyway That I Can,English,Demir DemirkanSertab Erener,NA
2003,Ukraine,NTU,Olexandr,Hasta la vista,English,Svika PickMirit Shem Or,NA
2003,United Kingdom,BBC,Jemini,Cry Baby,English,Martin Isherwood,NA
2004,Albania,RTSH,Anjeza Shahini,The Image of You,English,Agim Doçi Edmond Zhulali,NA
2004,Andorra,RTVA,Marta Roure,Jugarem a estimar-nos,Catalan,Jofre Bardagí,NA
2004,Austria,ORF,Tie Break,Du bist,German,Peter Zimmermann,NA
2004,Belarus,BTRC,Aleksandra and Konstantin,My Galileo,English,Kanstantsin Drapeza Aljaksandra Kirsanava Aliaksiej Salamacha,NA
2004,Belgium,VRT,Xandee,1 Life,English,Dirk PaelinckMarc Paelinck,NA
2004,Bosnia and Herzegovina,PBSBiH,Deen,In the Disco,English,Vesna Pisarović,NA
2004,Croatia,HRT,Ivan Mikulić,You Are the Only One,English,Duško Gruborović Marina MadrinićIvan Mikulić,NA
2004,Cyprus,CyBC,Lisa Andreas,Stronger Every Minute,English,Mike Connaris,NA
2004,Denmark,DR,Tomas Thordarson,Shame on You,English,Ivar Lind GreinerIben Plesner,NA
2004,Estonia,ETV,Neiokõsõ,Tii,Võro,Aapo IlvesPriit Pajusaar Glen Pilvre,NA
2004,Finland,YLE,Jari Sillanpää,Takes 2 to Tango,English,Jari SillanpääMika Toivanen,NA
2004,France,France Télévisions,Jonatan Cerrada,À chaque pas,"French, Spanish","Steve BalsamoJonatan CerradaBen ""Jammin"" Robbins",NA
2004,Germany,NDR,Max,Can't Wait Until Tonight,"English, Turkish",Stefan Raab,NA
2004,Greece,ERT,Sakis Rouvas,Shake It,English,Nikos Terzis Nektarios Tyrakis,NA
2004,Iceland,RÚV,Jónsi,Heaven,English,Magnús Þór SigmundssonSveinn Rúnar Sigurðsson,NA
2004,Ireland,RTÉ,Chris Doran,If My World Stopped Turning,English,Brian McFaddenJonathan Shorten,NA
2004,Israel,IBA,David D'Or,"Leha'amin"" (להאמין)","Hebrew, English",David D'OrEhud ManorOfer Meiri,NA
2004,Latvia,LTV,Fomins and Kleins,Dziesma par laimi,Latvian,Tomass Kleins Guntars Račs,NA
2004,Lithuania,LRT,Linas and Simona,What's Happened to Your Love,English,Linas Adomaitis Michalis AntoniouCamden-MS,NA
2004,Macedonia,MRT,Toše Proeski,Life,English,Irena DukićJovan JovanovDamjan Lazarov,NA
2004,Malta,PBS,Julie and Ludwig,On Again... Off Again,English,Gerard James BorgPhilip Vella,NA
2004,Monaco,TMC,Maryon,Notre planète,French,Philippe BoscoPatrick Sassier,NA
2004,Netherlands,NOS,Re-union,Without You,English,Angeline van OtterdijkEd van Otterdijk,NA
2004,Norway,NRK,Knut Anders Sørum,High,English,Lars Andersson Dan Attlerud Thomas Thörnholm,NA
2004,Poland,TVP,Blue Café,Love Song,"English, Spanish",Tatiana OkupnikPaweł Rurak-Sokal,NA
2004,Portugal,RTP,Sofia Vitória,Foi magia,Portuguese,Paulo Neves,NA
2004,Romania,TVR,Sanda,I Admit,English,Irina GligorGeorge Popa,NA
2004,Russia,C1R,Yulia Savicheva,Believe Me,English,Maxim FadeevBrenda Loring,NA
2004,Serbia and Montenegro,UJRT,Željko Joksimović and Ad Hoc Orchestra,"Lane moje"" (Лане моје)",Serbian,Željko JoksimovićLeontina Vukomanović,NA
2004,Slovenia,RTVSLO,Platin,Stay Forever,English,Simon GomilšekDiana Lečnik,NA
2004,Spain,TVE,Ramón,Para llenarme de ti,Spanish,Kike Santander,NA
2004,Sweden,SVT,Lena Philipsson,It Hurts,English,"Thomas ""Orup"" Eriksson",NA
2004,Switzerland,SRG SSR,Piero and the MusicStars,Celebrate,English,Greg Manning,NA
2004,Turkey,TRT,Athena,For Real,English,Gökhan ÖzoğuzHakan Özoğuz,NA
2004,Ukraine,NTU,Ruslana,Wild Dances,"English, Ukrainian",Oleksandr KsenofontovRuslana Lyzhychko,NA
2004,United Kingdom,BBC,James Fox,Hold On to Our Love,English,Gary MillerTim Woodcock,NA
2005,Albania,RTSH,Ledina Çelo,Tomorrow I Go,English,Adrian Hila Pandi Laço,NA
2005,Andorra,RTVA,Marian van de Wal,La mirada interior,Catalan,Daniel Aragay Rafael ArteseroRafael FernándezRafah Tanit,NA
2005,Austria,ORF,Global.Kryner,Y así,"English, Spanish",Edi Köhldorfer Christof Spörk,NA
2005,Belarus,BTRC,Angelica Agurbash,Love Me Tonight,English,Nikos Terzis Nektarios Tyrakis,NA
2005,Belgium,RTBF,Nuno Resende,Le Grand Soir,French,Alec Mansion Frédéric Zeitoun,NA
2005,Bosnia and Herzegovina,BHRT,Feminnem,Call Me,English,Andrej Babić,NA
2005,Bulgaria,BNT,Kaffe,Lorraine,English,Orlin PavlovVesselin Vesselinov,NA
2005,Croatia,HRT,Boris Novković feat. Lado Members,Vukovi umiru sami,Croatian,Boris NovkovićFranjo Valentić,NA
2005,Cyprus,CyBC,Constantinos Christoforou,"Ela, ela"" (Έλα, έλα)",English,Constantinos Christoforou,NA
2005,Denmark,DR,Jakob Sveistrup,Talking to You,English,Jacob LaunbjergAndreas Mørck,NA
2005,Estonia,ETV,Suntribe,Let's Get Loud,English,Sven Lõhmus,NA
2005,Finland,YLE,Geir Rönning,Why,English,Steven StewartMika Toivanen,NA
2005,France,France Télévisions,Ortal,Chacun pense à soi,French,Marie Ortal MalkaSaad Tabainet,NA
2005,Germany,NDR,Gracia,Run & Hide,English,David BrandesJohn O'FlynnJane Tempest,NA
2005,Greece,ERT,Helena Paparizou,My Number One,English,Christos DantisNatalia GermanouManos Psaltakis,NA
2005,Hungary,MTV,Nox,"Forogj, világ",Hungarian,Szabolcs HarmathAttila Valla,NA
2005,Iceland,RÚV,Selma,If I Had Your Love,English,Linda ThompsonÞorvaldur Bjarni Þorvaldsson Vignir Snær Vigfússon,NA
2005,Ireland,RTÉ,Donna and Joe,Love?,English,Karl Broderick,NA
2005,Israel,IBA,Shiri Maimon,"HaSheket SheNish'ar"" (השקט שנשאר)","Hebrew, English",Pini Aharonbayev Ben GreenEyal Shahar,NA
2005,Latvia,LTV,Walters and Kazha,The War Is Not Over,English,Mārtiņš Freimanis,NA
2005,Lithuania,LRT,Laura and the Lovers,Little by Little,English,"William ""Billy"" Butt Bobby Ljunggren",NA
2005,Macedonia,MRT,Martin Vučić,Make My Day,English,Branka KostićDragan Vučić,NA
2005,Malta,PBS,Chiara,Angel,English,Chiara Siracusa,NA
2005,Moldova,TRM,Zdob și Zdub,Boonika bate doba,"English, Romanian",Mihai Gîncu Roman Iagupov,NA
2005,Monaco,TMC,Lise Darly,Tout de moi,French,Philippe BoscoDidier Fabre,NA
2005,Netherlands,NOS,Glennis Grace,My Impossible Dream,English,Robert D. FisherBruce Smith,NA
2005,Norway,NRK,Wig Wam,In My Dreams,English,"Trond ""Teeny"" Holter",NA
2005,Poland,TVP,Ivan and Delfin,Czarna dziewczyna,"Polish, Russian",Ivan Komarenko Łukasz LazerMichał Szymański,NA
2005,Portugal,RTP,2B,Amar,"Portuguese, English",Alexandre Honrado Ernesto LeiteJosé da Ponte,NA
2005,Romania,TVR,Luminița Anghel and Sistem,Let Me Try,English,Cristian Faur,NA
2005,Russia,C1R,Natalia Podolskaya,Nobody Hurt No One,English,Mary Susan ApplegateViktor DrobyshJussi-Pekka Järvinen,NA
2005,Serbia and Montenegro,UJRT,No Name,"Zauvijek moja"" (Заувијек моја)",Serbian,Slaven KnezovićMilan Perić,NA
2005,Slovenia,RTVSLO,Omar Naber,Stop,Slovene,Omar NaberUrša Vlašič,NA
2005,Spain,TVE,Son de Sol,Brujería,Spanish,Alfredo Panebianco,NA
2005,Sweden,SVT,Martin Stenmarck,Las Vegas,English,Niklas Edberger Johan Fransson Tim Larsson Tobias Lundgren,NA
2005,Switzerland,SRG SSR,Vanilla Ninja,Cool Vibes,English,David BrandesJohn O'FlynnJane Tempest,NA
2005,Turkey,TRT,Gülseren,Rimi Rimi Ley,Turkish,Göksan ArmanErdinç Tunç,NA
2005,Ukraine,NTU,GreenJolly,"Razom nas bahato"" (Разом нас багато)","Ukrainian, English",GreenJolly,NA
2005,United Kingdom,BBC,Javine,Touch My Fire,English,Javine HyltonJohn Themis,NA
2006,Albania,RTSH,Luiz Ejlli,Zjarr e ftohtë,Albanian,Florian KondiKlodian Qafoku,NA
2006,Andorra,RTVA,Jenny [ca; es],Sense tu,Catalan,Rafael ArteseroJoan Antoni Rechi,NA
2006,Armenia,AMPTV,André,Without Your Love,English,Catherine BekianArmen Martirosyan,NA
2006,Belarus,BTRC,Polina Smolova,Mum,English,Andrey KostiugovSergey Sukhomlin,NA
2006,Belgium,VRT,Kate Ryan,Je t'adore,English,Niklas BergwallLisa GreeneNiclas KingsKatrien Verbeeck,NA
2006,Bosnia and Herzegovina,BHRT,Hari Mata Hari,Lejla,Bosnian,Dejan IvanovićŽeljko JoksimovićFahrudin Pecikoza,NA
2006,Bulgaria,BNT,Mariana Popova,Let Me Cry,English,Elina GavrilovaDani Milev,NA
2006,Croatia,HRT,Severina,Moja štikla,Croatian,Boris NovkovićFranjo ValentićSeverina Vučković,NA
2006,Cyprus,CyBC,Annet Artani,Why Angels Cry,English,Peter Yiannakis,NA
2006,Denmark,DR,Sidsel Ben Semmane,Twist of Love,English,Niels Drevsholt,NA
2006,Estonia,ETV,Sandra,Through My Window,English,Jana Hallas Alar Kotkas Ilmar Laisaar Pearu Paulus,NA
2006,Finland,YLE,Lordi,Hard Rock Hallelujah,English,Mr Lordi,NA
2006,France,France Télévisions,Virginie Pouchain,Il était temps,French,Cornelius Nyungura,NA
2006,Germany,NDR,Texas Lightning,No No Never,English,Jane Comerford,NA
2006,Greece,ERT,Anna Vissi,Everything,English,Nikos KarvelasAnna Vissi,NA
2006,Iceland,RÚV,Silvía Night,Congratulations,English,Ágústa Eva ErlendsdóttirÞorvaldur Bjarni Þorvaldsson,NA
2006,Ireland,RTÉ,Brian Kennedy,Every Song Is a Cry for Love,English,Brian Kennedy,NA
2006,Israel,IBA,Eddie Butler,Together We Are One,"Hebrew, English",Orly BurgEddie ButlerOsnat Tzavag,NA
2006,Latvia,LTV,Vocal Group Cosmos,I Hear Your Heart,English,Molly-Ann LeikinGuntars Račs Andris SējānsReinis Sējāns,NA
2006,Lithuania,LRT,LT United,We Are the Winners,English,Viktoras Diawara Andrius MamontovasSaulius Urbonavičius,NA
2006,Macedonia,MRT,Elena Risteska,"Ninanajna"" (Нинанајна)","English, Macedonian",Darko DimitrovRade Vrčakovski,NA
2006,Malta,PBS,Fabrizio Faniello,I Do,English,Fabrizio FanielloAldo Spiteri,NA
2006,Moldova,TRM,Arsenium feat. Natalia Gordienko and Connect-R,Loca,English,Arsenie Todiraș,NA
2006,Monaco,TMC,Séverine Ferrer,La Coco-Dance,"French, Tahitian",Iren Bo J. Woodfeel,NA
2006,Netherlands,NOS,Treble,Amambanda,"English, Imaginary",Caroline HoffmanNiña van DijkDjem van Dijk,NA
2006,Norway,NRK,Christine Guldbrandsen,Alvedansen,Norwegian,Kjetil Fluge Christine GuldbrandsenAtle Halstensen,NA
2006,Poland,TVP,Ich Troje,Follow My Heart,"English, Polish, German, Russian",André Franke Olaf JeglitzaWilliam LennoxMichał Wiśniewski,NA
2006,Portugal,RTP,Nonstop,Coisas de nada,"Portuguese, English",José Manuel AfonsoElvis Veiguinha,NA
2006,Romania,TVR,Mihai Trăistariu,Tornerò,"English, Italian",Eduard CîrcotãMihaela DeacCristian Hriscu,NA
2006,Russia,C1R,Dima Bilan,Never Let You Go,English,Irina AntonyanKaren KavaleryanAlexandr Lunyov,NA
2006,Slovenia,RTVSLO,Anžej Dežan,Mr. Nobody,English,Matjaž Vlašič Urša Vlašič,NA
2006,Spain,TVE,Las Ketchup,Bloody Mary,Spanish,"Manuel Ruiz Gómez ""Queco""",NA
2006,Sweden,SVT,Carola,Invincible,English,Thomas G:sonCarola HäggkvistBobby LjunggrenHenrik Wikström,NA
2006,Switzerland,SRG SSR,six4one,If We All Give a Little,English,Bernd MeinungerRalph Siegel,NA
2006,Turkey,TRT,Sibel Tüzün,Süper Star,Turkish,Sibel Tüzün,NA
2006,Ukraine,NTU,Tina Karol,Show Me Your Love,English,Tetiana Hryhorivna LibermanMikhail NekrasovPavlo Shylko,NA
2006,United Kingdom,BBC,Daz Sampson,Teenage Life,English,John MatthewsDarren Sampson,NA
2007,Albania,RTSH,Frederik Ndoci,Hear My Plea,"English, Albanian",Adrian Hila Pandi Laço,NA
2007,Andorra,RTVA,Anonymous,Salvem el món,"Catalan, English",Niki FrancescaGuillem GallegoAlejandro Martínez,NA
2007,Armenia,AMPTV,Hayko,Anytime You Need,"English, Armenian",Hayk HakobyanKaren Kavaleryan,NA
2007,Austria,ORF,Eric Papilaya,Get a Life – Get Alive,English,Austin HowardGreg Usek,NA
2007,Belarus,BTRC,Koldun,Work Your Magic,English,Karen KavaleryanPhilipp Kirkorov,NA
2007,Belgium,RTBF,The KMG's,LovePower,English,Wakas AshiqPaul Curtiz,NA
2007,Bosnia and Herzegovina,BHRT,Marija Šestić,"Rijeka bez imena "" (Ријека без имена)",Serbian,Goran KovačićAleksandra Milutinović,NA
2007,Bulgaria,BNT,Elitsa Todorova & Stoyan Yankoulov,Water,Bulgarian,Elitsa TodorovaStoyan Yankoulov,NA
2007,Croatia,HRT,Dragonfly feat. Dado Topić,Vjerujem u ljubav,"Croatian, English",Dado Topić,NA
2007,Cyprus,CyBC,Evridiki,"Comme ci, comme ça",French,Dimitris Korgialas Poseidonas Yiannopoulos,NA
2007,Czech Republic,ČT,Kabát,Malá dáma,Czech,Radek Hurčík Tomáš Krulich Milan Špalek Ota Váňa Josef Vojtek,NA
2007,Denmark,DR,DQ,Drama Queen,English,Peter AndersenClaus ChristensenSimon Munk,NA
2007,Estonia,ETV,Gerli Padar,Partners in Crime,English,Hendrik Sal-Saller Berit Vaher,NA
2007,Finland,Yle,Hanna Pakarinen,Leave Me Alone,English,Miikka HuttunenHanna PakarinenMartti Vuorinen,NA
2007,France,France Télévisions,Les Fatals Picards,L'Amour à la française,"French, English (""Franglais"")",Ivan CallotYves GiraudLaurent HonelPaul LégerJean-Marc Sauvagnargues,NA
2007,Georgia,GPB,Sopho,Visionary Dream,English,Beqa JaparidzeBibi Kvachadze,NA
2007,Germany,NDR,Roger Cicero,Frauen regier'n die Welt,"German, English",Matthias Haß Frank Ramond,NA
2007,Greece,ERT,Sarbel,"Yassou Maria"" (Γειά σου Μαρία)",English,Marcus EnglöfAlex PapaconstantinouMarkus Sepehrmanesh,NA
2007,Hungary,MTV,Magdi Rúzsa,Unsubstantial Blues,English,Imre MózsikMagdolna Rúzsa,NA
2007,Iceland,RÚV,Eiríkur Hauksson,Valentine Lost,English,Peter FennerSveinn Rúnar Sigurðsson,NA
2007,Ireland,RTÉ,Dervish,They Can't Stop the Spring,English,Tommy MoranJohn Waters,NA
2007,Israel,IBA,Teapacks,Push the Button,"English, French, Hebrew",Kobi Oz,NA
2007,Latvia,LTV,Bonaparti.lv,Questa notte,Italian,Kjell JennstigFrancesca RussoTorbjörn Wassenius,NA
2007,Lithuania,LRT,4Fun,Love or Leave,English,Julija Ritčik,NA
2007,Macedonia,MRT,Karolina,"Mojot svet"" (Мојот свет)","Macedonian, English",Grigor KoprovOgnen Nedelkovski,NA
2007,Malta,PBS,Olivia Lewis,Vertigo,English,Gerard James BorgPhilip Vella,NA
2007,Moldova,TRM,Natalia Barbu,Fight,English,Alexandru BrașoveanuElena Buga,NA
2007,Montenegro,RTCG,Stevan Faddy,"'Ajde, kroči"" ('Ајде, крочи)",Montenegrin,Slaven KnezovićMilan Perić,NA
2007,Netherlands,NOS,Edsilia Rombley,On Top of the World,English,Martin Gijzemijter Maarten ten HoveTjeerd Oosterhuis,NA
2007,Norway,NRK,Guri Schanke,Ven a bailar conmigo,English,Thomas G:son,NA
2007,Poland,TVP,The Jet Set,Time to Party,English,Mateusz Krezan David Junior SerameKamil Varen,NA
2007,Portugal,RTP,Sabrina,Dança comigo,Portuguese,Emanuel Tó Maria Vinhas,NA
2007,Romania,TVR,Todomondo,"Liubi, Liubi, I Love You"" (Люби, Люби, I Love You)","English, Italian, Spanish, Russian, French, Romanian",Vlad Crețu Kamara GhediCiro de LucaValeriu RăileanuAndrei Ștefănescu Bogdan Tașcău,NA
2007,Russia,C1R,Serebro,Song #1,English,Daniil BabichevMaxim Fadeev,NA
2007,Serbia,RTS,Marija Šerifović,"Molitva"" (Молитва)",Serbian,Vladimir GraićSaša Milošević Mare,NA
2007,Slovenia,RTVSLO,Alenka Gotar,Cvet z juga,Slovene,Andrej Babić,NA
2007,Spain,RTVE,D'Nash,I Love You Mi Vida,"Spanish, English",Thomas G:sonRebeca Pous del ToroAndreas Rickstrand Tony Sánchez-Ohlsson,NA
2007,Sweden,SVT,The Ark,The Worrying Kind,English,Ola Salo,NA
2007,Switzerland,SRG SSR,DJ BoBo,Vampires Are Alive,English,René BaumannAxel Breitung,NA
2007,Turkey,TRT,Kenan Doğulu,Shake It Up Şekerim,English,Kenan Doğulu,NA
2007,Ukraine,NTU,Verka Serduchka,Dancing Lasha Tumbai,"German, English, Surzhyk",Andriy Danylko,NA
2007,United Kingdom,BBC,Scooch,Flying the Flag (For You),English,Andrew HillMorten SchjolinRuss SpencerPaul Tarry,NA
2008,Albania,RTSH,Olta Boka,Zemrën e lamë peng,Albanian,Adrian HilaPandi Laço,NA
2008,Andorra,RTVA,Gisela,Casanova,English,Jordi Cubino,NA
2008,Armenia,AMPTV,Sirusho,"Qélé, Qélé"" (Քելե Քելե)","English, Armenian",H.A. Der-HovagimianSirusho,NA
2008,Azerbaijan,İTV,Elnur and Samir,Day After Day,English,Zahra BadalbeyliGovhar Hasanzadeh,NA
2008,Belarus,BTRC,Ruslan Alehno,Hasta la vista,English,Taras DemchukEleonora Melnik,NA
2008,Belgium,VRT,Ishtar,O Julissi,Imaginary,Michel Vangheluwe,NA
2008,Bosnia and Herzegovina,BHRT,Laka,Pokušaj,Bosnian,"Elvir Laković ""Laka""",NA
2008,Bulgaria,BNT,Deep Zone and Balthazar,"DJ, Take Me Away",English,Dian Savov,NA
2008,Croatia,HRT,Kraljevi ulice and 75 Cents,Romanca,Croatian,"Miran ""Hadži"" Veljković",NA
2008,Cyprus,CyBC,Evdokia Kadi,Femme Fatale,Greek,Nicos EvangelouVangelis Evangelou,NA
2008,Czech Republic,ČT,Tereza Kerndlová,Have Some Fun,English,Gordon PogodaStano Šimor,NA
2008,Denmark,DR,Simon Mathew,All Night Long,English,Nis BøgvadSvend GudiksenJacob Launbjerg,NA
2008,Estonia,ERR,Kreisiraadio,"Leto svet"" (Лето свет)","Serbian, German, Finnish",Tarmo LeinatammPeeter OjaPriit PajusaarGlen PilvreHannes Võrno,NA
2008,Finland,YLE,Teräsbetoni,Missä miehet ratsastaa,Finnish,J. Ahola,NA
2008,France,France Télévisions,Sébastien Tellier,Divine,"English, French",Amandine de la RichardièreSébastien Tellier,NA
2008,Georgia,GPB,Diana Gurtskaya,Peace Will Come,English,Kim BreitburgKaren Kavaleryan,NA
2008,Germany,NDR,No Angels,Disappear,English,RemeeHanne SørvaagThomas Troelsen,NA
2008,Greece,ERT,Kalomira,Secret Combination,English,Konstantinos PantzisPoseidonas Yiannopoulos,NA
2008,Hungary,MTV,Csézy,Candlelight,"English, Hungarian",JánosiImre MózsikViktor Rakonczai,NA
2008,Iceland,RÚV,Euroband,This Is My Life,English,Örlygur SmáriPaul OscarPeter Fenner,NA
2008,Ireland,RTÉ,Dustin the Turkey,Irelande Douze Pointe,English,Dustin the TurkeySimon FineDarren Smith,NA
2008,Israel,IBA,Boaz,The Fire in Your Eyes,Hebrew,Dana InternationalShai Kerem,NA
2008,Latvia,LTV,Pirates of the Sea,Wolves of the Sea,English,Claes AndreassonJonas LibergJohan SahlénTorbjörn Wassenius,NA
2008,Lithuania,LRT,Jeronimas Milius,Nomads in the Night,English,Vytautas DiškevičiusJeronimas Milius,NA
2008,Macedonia,MRT,"Tamara, Vrčak and Adrijan",Let Me Love You,English,"Rade Vrčakovski ""Vrčak""",NA
2008,Malta,PBS,Morena,Vodka,English,Gerard James BorgPhilip Vella,NA
2008,Moldova,TRM,Geta Burlacu,A Century of Love,English,Oleg BaraliucViorica Demici,NA
2008,Montenegro,RTCG,Stefan Filipović,"Zauvijek volim te"" (Заувијек волим те)",Montenegrin,Grigor KoprovOgnen Nedelkovski,NA
2008,Netherlands,NOS,Hind,Your Heart Belongs to Me,English,Bas van den HeuvelHind Laroussi TahiriTjeerd van Zanen,NA
2008,Norway,NRK,Maria,Hold On Be Strong,English,Mira Craig,NA
